# Soil Temperature - with Trace Gas Sampling,,,,
#,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/167,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/167.csv,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,
#,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,
# Use of the data constitutes acceptance of the terms.,,,,
#,,,,
#     VARIATE TABLE,,,,
"# date		date the measurement was taken",,,,
"# treatment		treatment the measurement was made from",,,,
"# replicate		replicate the measurement was made from",,,,
"# soil_temperature	celsius	soil temperature at 10 cm",,,,
"# year		year the measurement was taken",,,,
#,,,,
#,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,
#,,,,
#,,,celsius,
date,treatment,replicate,soil_temperature,year
7/16/2015,TCF,R3,19,2015
7/16/2015,TDF,R1,16.5,2015
7/16/2015,TDF,R2,18,2015
7/16/2015,TDF,R3,19,2015
7/16/2015,TSF,R1,20,2015
7/16/2015,TSF,R2,18.5,2015
7/16/2015,TSF,R3,19,2015
7/30/2015,T1,R1,22,2015
7/30/2015,T1,R2,21,2015
7/30/2015,T1,R3,19,2015
7/30/2015,T1,R4,22,2015
7/30/2015,T2,R1,19.5,2015
7/30/2015,T2,R2,22,2015
7/30/2015,T2,R3,23,2015
7/30/2015,T2,R4,22,2015
7/30/2015,T3,R1,19,2015
7/30/2015,T3,R2,21,2015
7/30/2015,T3,R3,19,2015
7/30/2015,T3,R4,23,2015
7/30/2015,T4,R1,20,2015
7/30/2015,T4,R2,21.5,2015
7/30/2015,T4,R3,23,2015
7/30/2015,T4,R4,21,2015
7/30/2015,T5,R1,19,2015
7/30/2015,T5,R2,22,2015
7/30/2015,T5,R3,19,2015
7/30/2015,T5,R4,19,2015
7/30/2015,T6,R1,20,2015
7/30/2015,T6,R2,20,2015
7/30/2015,T6,R3,20,2015
7/30/2015,T6,R4,21,2015
7/30/2015,T7,R1,20,2015
7/30/2015,T7,R1,21,2015
7/30/2015,T7,R2,19,2015
7/30/2015,T7,R2,21,2015
7/30/2015,T7,R3,20,2015
7/30/2015,T7,R3,21,2015
7/30/2015,T7,R4,19,2015
7/30/2015,T7,R4,20,2015
7/30/2015,T8,R1,21.5,2015
7/30/2015,T8,R2,21,2015
7/30/2015,T8,R3,20,2015
7/30/2015,T8,R4,21,2015
7/30/2015,TCF,R1,20.5,2015
7/30/2015,TCF,R2,20.5,2015
7/30/2015,TCF,R3,20.5,2015
7/30/2015,TDF,R1,20,2015
7/30/2015,TDF,R2,21,2015
7/30/2015,TDF,R3,21,2015
7/30/2015,TSF,R1,26,2015
7/30/2015,TSF,R2,21,2015
7/30/2015,TSF,R3,21.5,2015
8/21/2015,T1,R1,19,2015
8/21/2015,T1,R2,20,2015
8/21/2015,T1,R3,17,2015
8/21/2015,T1,R4,16,2015
8/21/2015,T2,R1,20.5,2015
8/21/2015,T2,R2,19,2015
8/21/2015,T2,R3,18,2015
8/21/2015,T2,R4,18,2015
8/21/2015,T3,R1,15,2015
8/21/2015,T3,R2,18,2015
8/21/2015,T3,R3,17,2015
8/21/2015,T3,R4,18,2015
8/21/2015,T4,R1,20,2015
8/21/2015,T4,R2,15,2015
8/21/2015,T4,R3,18,2015
8/21/2015,T4,R4,16,2015
8/21/2015,T5,R1,16,2015
8/21/2015,T5,R2,15,2015
8/21/2015,T5,R3,17,2015
8/21/2015,T5,R4,17,2015
8/21/2015,T6,R1,20,2015
8/21/2015,T6,R2,20,2015
8/21/2015,T6,R3,17,2015
8/21/2015,T6,R4,16,2015
8/21/2015,T7,R1,18,2015
8/21/2015,T7,R1,19,2015
8/21/2015,T7,R2,18,2015
8/21/2015,T7,R2,19,2015
8/21/2015,T7,R3,16,2015
8/21/2015,T7,R3,18,2015
8/21/2015,T7,R4,17,2015
8/21/2015,T7,R4,18,2015
8/21/2015,T8,R1,17,2015
8/21/2015,T8,R2,17,2015
8/21/2015,T8,R3,18,2015
8/21/2015,T8,R4,17,2015
8/21/2015,TCF,R1,19,2015
8/21/2015,TCF,R2,19,2015
8/21/2015,TCF,R3,17,2015
8/21/2015,TDF,R1,19,2015
8/21/2015,TDF,R2,19,2015
8/21/2015,TDF,R3,17,2015
8/21/2015,TSF,R1,20,2015
8/21/2015,TSF,R2,18,2015
8/21/2015,TSF,R3,19,2015
9/17/2015,T1,R1,17,2015
9/17/2015,T1,R2,16,2015
9/17/2015,T1,R3,18,2015
9/17/2015,T1,R4,21,2015
9/17/2015,T2,R1,17,2015
9/17/2015,T2,R2,16,2015
9/17/2015,T2,R3,16,2015
9/17/2015,T2,R4,15,2015
9/17/2015,T3,R1,16,2015
9/17/2015,T3,R2,15,2015
9/17/2015,T3,R3,18.5,2015
9/17/2015,T3,R4,16,2015
9/17/2015,T4,R1,17,2015
9/17/2015,T4,R2,16,2015
9/17/2015,T4,R3,16,2015
9/17/2015,T4,R4,19,2015
9/17/2015,T5,R1,16,2015
9/17/2015,T5,R2,16,2015
9/17/2015,T5,R3,19,2015
9/17/2015,T5,R4,19,2015
9/17/2015,T6,R1,17,2015
9/17/2015,T6,R2,18,2015
9/17/2015,T6,R3,21,2015
9/17/2015,T6,R4,19.5,2015
9/17/2015,T7,R1,15,2015
9/17/2015,T7,R1,17.5,2015
9/17/2015,T7,R2,16,2015
9/17/2015,T7,R2,16.5,2015
9/17/2015,T7,R3,16,2015
9/17/2015,T7,R3,19,2015
9/17/2015,T7,R4,17,2015
9/17/2015,T7,R4,17.5,2015
9/17/2015,T8,R1,17.5,2015
9/17/2015,T8,R2,17.5,2015
9/17/2015,T8,R3,17.5,2015
9/17/2015,T8,R4,17,2015
9/17/2015,TCF,R1,15.5,2015
9/17/2015,TCF,R2,18,2015
9/17/2015,TCF,R3,19,2015
9/17/2015,TDF,R1,15.5,2015
9/17/2015,TDF,R2,18,2015
9/17/2015,TDF,R3,19.5,2015
9/17/2015,TSF,R1,16,2015
9/17/2015,TSF,R2,19,2015
9/17/2015,TSF,R3,18,2015
10/14/2015,T1,R1,10,2015
10/14/2015,T1,R2,10,2015
10/14/2015,T1,R3,10,2015
10/14/2015,T1,R4,10,2015
10/14/2015,T2,R1,10.5,2015
10/14/2015,T2,R2,11,2015
10/14/2015,T2,R3,11,2015
10/14/2015,T2,R4,11,2015
10/14/2015,T3,R1,10.5,2015
10/14/2015,T3,R2,10,2015
10/14/2015,T3,R3,10,2015
10/14/2015,T3,R4,11,2015
10/14/2015,T4,R1,11.5,2015
10/14/2015,T4,R2,11.5,2015
10/14/2015,T4,R3,13,2015
10/14/2015,T4,R4,10,2015
10/14/2015,T5,R1,11.5,2015
10/14/2015,T5,R2,12,2015
10/14/2015,T5,R3,11,2015
10/14/2015,T5,R4,10,2015
10/14/2015,T6,R1,11,2015
10/14/2015,T6,R2,11,2015
10/14/2015,T6,R3,10,2015
10/14/2015,T6,R4,9,2015
10/14/2015,T7,R1,10,2015
10/14/2015,T7,R1,11,2015
10/14/2015,T7,R2,12,2015
10/14/2015,T7,R2,13,2015
10/14/2015,T7,R3,10,2015
10/14/2015,T7,R3,12,2015
10/14/2015,T7,R4,11,2015
10/14/2015,T7,R4,12,2015
10/14/2015,T8,R1,13,2015
10/14/2015,T8,R2,13,2015
10/14/2015,T8,R3,12,2015
10/14/2015,T8,R4,14,2015
10/14/2015,TCF,R1,14,2015
10/14/2015,TCF,R2,11,2015
10/14/2015,TCF,R3,12,2015
10/14/2015,TDF,R1,14,2015
10/14/2015,TDF,R2,10,2015
10/14/2015,TDF,R3,10.5,2015
10/14/2015,TSF,R1,15,2015
10/14/2015,TSF,R2,11,2015
10/14/2015,TSF,R3,11,2015
10/29/2015,T1,R1,6,2015
10/29/2015,T1,R2,5,2015
10/29/2015,T1,R3,9,2015
10/29/2015,T1,R4,7,2015
10/29/2015,T2,R1,6,2015
10/29/2015,T2,R2,6,2015
10/29/2015,T2,R3,8,2015
10/29/2015,T2,R4,6,2015
10/29/2015,T3,R1,5,2015
10/29/2015,T3,R2,7,2015
10/29/2015,T3,R3,9,2015
10/29/2015,T3,R4,7,2015
10/29/2015,T4,R1,5,2015
10/29/2015,T4,R2,6,2015
10/29/2015,T4,R3,7,2015
10/29/2015,T4,R4,7,2015
10/29/2015,T5,R1,7,2015
10/29/2015,T5,R2,6,2015
10/29/2015,T5,R3,9,2015
10/29/2015,T5,R4,9,2015
10/29/2015,T6,R1,4,2015
10/29/2015,T6,R2,5,2015
10/29/2015,T6,R3,7,2015
10/29/2015,T6,R4,7,2015
10/29/2015,T7,R1,5,2015
10/29/2015,T7,R1,10,2015
10/29/2015,T7,R2,4.5,2015
10/29/2015,T7,R2,7,2015
10/29/2015,T7,R3,5,2015
10/29/2015,T7,R3,7,2015
10/29/2015,T7,R4,4.5,2015
10/29/2015,T7,R4,9,2015
10/29/2015,T8,R1,4.5,2015
10/29/2015,T8,R2,4.5,2015
10/29/2015,T8,R3,4,2015
10/29/2015,T8,R4,4.5,2015
10/29/2015,TCF,R1,8,2015
10/29/2015,TCF,R2,7.5,2015
10/29/2015,TCF,R3,9,2015
10/29/2015,TDF,R1,8,2015
10/29/2015,TDF,R2,8,2015
10/29/2015,TDF,R3,8,2015
10/29/2015,TSF,R1,10,2015
10/29/2015,TSF,R2,9,2015
10/29/2015,TSF,R3,7,2015
11/19/2015,T1,R1,7,2015
11/19/2015,T1,R2,6.5,2015
11/19/2015,T1,R3,7.5,2015
11/19/2015,T1,R4,7.5,2015
11/19/2015,T2,R1,6.5,2015
11/19/2015,T2,R2,7,2015
11/19/2015,T2,R3,8,2015
11/19/2015,T2,R4,7.5,2015
11/19/2015,T3,R1,6,2015
11/19/2015,T3,R2,7,2015
11/19/2015,T3,R3,7.5,2015
11/19/2015,T3,R4,8,2015
11/19/2015,T4,R1,6,2015
11/19/2015,T4,R2,6,2015
11/19/2015,T4,R3,8,2015
11/19/2015,T4,R4,7.5,2015
11/19/2015,T5,R1,7,2015
11/19/2015,T5,R2,7,2015
11/19/2015,T5,R3,9,2015
11/19/2015,T5,R4,9,2015
11/19/2015,T6,R1,6,2015
11/19/2015,T6,R2,6,2015
11/19/2015,T6,R3,8.5,2015
11/19/2015,T6,R4,8,2015
11/19/2015,T7,R1,8,2015
11/19/2015,T7,R2,7,2015
11/19/2015,T7,R2,9,2015
11/19/2015,T7,R3,8,2015
11/19/2015,T7,R3,8.5,2015
11/19/2015,T7,R4,8.5,2015
11/19/2015,T7,R4,9,2015
11/19/2015,T8,R1,8,2015
11/19/2015,T8,R2,9,2015
11/19/2015,T8,R3,8,2015
11/19/2015,T8,R4,8,2015
11/19/2015,TCF,R1,9,2015
11/19/2015,TCF,R2,8.5,2015
11/19/2015,TCF,R3,9,2015
11/19/2015,TDF,R1,8,2015
11/19/2015,TDF,R2,8,2015
11/19/2015,TDF,R3,8,2015
11/19/2015,TSF,R1,9,2015
11/19/2015,TSF,R2,13,2015
11/19/2015,TSF,R3,8.5,2015
12/9/2015,T1,R1,4,2015
12/9/2015,T1,R2,5.5,2015
12/9/2015,T1,R3,5,2015
12/9/2015,T1,R4,5,2015
12/9/2015,T2,R1,5.5,2015
12/9/2015,T2,R2,3.5,2015
12/9/2015,T2,R3,4,2015
12/9/2015,T2,R4,3.5,2015
12/9/2015,T3,R1,6,2015
12/9/2015,T3,R2,4,2015
12/9/2015,T3,R3,4,2015
12/9/2015,T3,R4,4,2015
12/9/2015,T4,R1,5,2015
12/9/2015,T4,R2,5.5,2015
12/9/2015,T4,R3,3.5,2015
12/9/2015,T4,R4,6,2015
12/9/2015,T5,R1,6,2015
12/9/2015,T5,R2,5.5,2015
12/9/2015,T5,R3,5,2015
12/9/2015,T5,R4,5,2015
12/9/2015,T6,R1,6,2015
12/9/2015,T6,R2,5,2015
12/9/2015,T6,R3,6,2015
12/9/2015,T6,R4,5,2015
12/9/2015,T7,R1,0,2015
12/9/2015,T7,R1,3,2015
12/9/2015,T7,R2,0,2015
12/9/2015,T7,R2,6,2015
12/9/2015,T7,R3,0,2015
12/9/2015,T7,R3,5,2015
12/9/2015,T7,R4,0,2015
12/9/2015,T7,R4,4.5,2015
12/9/2015,T8,R1,0,2015
12/9/2015,T8,R2,0,2015
12/9/2015,T8,R3,0,2015
12/9/2015,T8,R4,0,2015
12/9/2015,TCF,R1,0,2015
12/9/2015,TCF,R2,0,2015
12/9/2015,TCF,R3,0,2015
12/9/2015,TDF,R1,7.5,2015
12/9/2015,TDF,R2,7,2015
12/9/2015,TDF,R3,5,2015
12/9/2015,TSF,R1,0,2015
12/9/2015,TSF,R2,0,2015
12/9/2015,TSF,R3,0,2015
1/6/2016,T1,R1,0,2016
1/6/2016,T1,R2,0,2016
1/6/2016,T1,R3,0,2016
1/6/2016,T1,R4,0,2016
1/6/2016,T2,R1,0,2016
1/6/2016,T2,R2,0,2016
1/6/2016,T2,R3,0,2016
1/6/2016,T2,R4,0,2016
1/6/2016,T3,R1,0,2016
1/6/2016,T3,R2,0,2016
1/6/2016,T3,R3,0,2016
1/6/2016,T3,R4,0,2016
1/6/2016,T4,R1,0,2016
1/6/2016,T4,R2,0,2016
1/6/2016,T4,R3,0,2016
1/6/2016,T4,R4,0,2016
1/6/2016,T5,R1,0,2016
1/6/2016,T5,R2,0,2016
1/6/2016,T5,R3,0,2016
1/6/2016,T5,R4,0,2016
1/6/2016,T6,R1,0,2016
1/6/2016,T6,R2,0,2016
1/6/2016,T6,R3,0,2016
1/6/2016,T6,R4,0,2016
1/6/2016,T7,R1,0,2016
1/6/2016,T7,R2,0,2016
1/6/2016,T7,R3,0,2016
1/6/2016,T7,R4,0,2016
1/6/2016,T8,R1,0,2016
1/6/2016,T8,R2,0,2016
1/6/2016,T8,R3,0,2016
1/6/2016,T8,R4,0,2016
1/6/2016,TCF,R1,0,2016
1/6/2016,TCF,R2,0,2016
1/6/2016,TCF,R3,0,2016
1/6/2016,TDF,R1,0,2016
1/6/2016,TDF,R2,0,2016
1/6/2016,TDF,R3,0,2016
1/6/2016,TSF,R1,0,2016
1/6/2016,TSF,R2,0,2016
1/6/2016,TSF,R3,0,2016
2/4/2016,T1,R1,0,2016
2/4/2016,T1,R2,0.5,2016
2/4/2016,T1,R3,3,2016
2/4/2016,T1,R4,0,2016
2/4/2016,T2,R1,-1,2016
2/4/2016,T2,R2,0,2016
2/4/2016,T2,R3,0,2016
2/4/2016,T2,R4,0,2016
2/4/2016,T3,R1,1,2016
2/4/2016,T3,R2,0,2016
2/4/2016,T3,R3,0,2016
2/4/2016,T3,R4,0,2016
2/4/2016,T4,R1,0.5,2016
2/4/2016,T4,R2,1,2016
2/4/2016,T4,R3,0,2016
2/4/2016,T4,R4,-1,2016
2/4/2016,T5,R1,0,2016
2/4/2016,T5,R2,1,2016
2/4/2016,T5,R3,0,2016
2/4/2016,T5,R4,-2,2016
2/4/2016,T6,R1,0.5,2016
2/4/2016,T6,R2,1,2016
2/4/2016,T6,R3,-1,2016
2/4/2016,T6,R4,-2,2016
2/4/2016,T7,R1,0,2016
2/4/2016,T7,R2,0,2016
2/4/2016,T7,R2,1,2016
2/4/2016,T7,R3,0,2016
2/4/2016,T7,R4,0,2016
2/4/2016,T8,R1,0,2016
2/4/2016,T8,R2,0,2016
2/4/2016,T8,R3,0,2016
2/4/2016,T8,R4,0,2016
2/4/2016,TCF,R1,0,2016
2/4/2016,TCF,R2,0,2016
2/4/2016,TCF,R3,0,2016
2/4/2016,TDF,R1,0.5,2016
2/4/2016,TDF,R2,0,2016
2/4/2016,TDF,R3,0,2016
2/4/2016,TSF,R1,0,2016
2/4/2016,TSF,R2,0,2016
2/4/2016,TSF,R3,0,2016
3/23/2016,T1,R1,5,2016
3/23/2016,T1,R2,2,2016
3/23/2016,T1,R3,5,2016
3/23/2016,T1,R4,4,2016
3/23/2016,T2,R1,2,2016
3/23/2016,T2,R2,5,2016
3/23/2016,T2,R3,4,2016
3/23/2016,T2,R4,4.5,2016
3/23/2016,T3,R1,2,2016
3/23/2016,T3,R2,5,2016
3/23/2016,T3,R3,3.5,2016
3/23/2016,T3,R4,4,2016
3/23/2016,T4,R1,1,2016
3/23/2016,T4,R2,2,2016
3/23/2016,T4,R3,5,2016
3/23/2016,T4,R4,4,2016
3/23/2016,T5,R1,2,2016
3/23/2016,T5,R2,2,2016
3/23/2016,T5,R3,5,2016
3/23/2016,T5,R4,4,2016
3/23/2016,T6,R1,3,2016
3/23/2016,T6,R2,1,2016
3/23/2016,T6,R3,4.5,2016
3/23/2016,T6,R4,4,2016
3/23/2016,T7,R1,3,2016
3/23/2016,T7,R1,5,2016
3/23/2016,T7,R2,2,2016
3/23/2016,T7,R2,2.5,2016
3/23/2016,T7,R3,2.5,2016
3/23/2016,T7,R3,4,2016
3/23/2016,T7,R4,2.5,2016
3/23/2016,T7,R4,5,2016
3/23/2016,T8,R1,2,2016
3/23/2016,T8,R2,2,2016
3/23/2016,T8,R3,3,2016
3/23/2016,T8,R4,3,2016
3/23/2016,TCF,R1,5.5,2016
3/23/2016,TCF,R2,4,2016
3/23/2016,TCF,R3,3,2016
3/23/2016,TDF,R1,5,2016
3/23/2016,TDF,R2,1,2016
3/23/2016,TDF,R3,4,2016
3/23/2016,TSF,R1,5,2016
3/23/2016,TSF,R2,4,2016
3/23/2016,TSF,R3,0.5,2016
4/7/2016,T1,R1,2,2016
4/7/2016,T1,R2,3,2016
4/7/2016,T1,R3,0.5,2016
4/7/2016,T1,R4,0.5,2016
4/7/2016,T2,R1,2,2016
4/7/2016,T2,R2,2,2016
4/7/2016,T2,R3,1.5,2016
4/7/2016,T2,R4,2.5,2016
4/7/2016,T3,R1,3,2016
4/7/2016,T3,R2,2.5,2016
4/7/2016,T3,R3,1,2016
4/7/2016,T3,R4,1.5,2016
4/7/2016,T4,R1,2,2016
4/7/2016,T4,R2,3,2016
4/7/2016,T4,R3,3,2016
4/7/2016,T4,R4,0.5,2016
4/7/2016,T5,R1,3,2016
4/7/2016,T5,R2,3,2016
4/7/2016,T5,R3,1,2016
4/7/2016,T5,R4,1.5,2016
4/7/2016,T6,R1,3,2016
4/7/2016,T6,R2,3,2016
4/7/2016,T6,R3,2,2016
4/7/2016,T6,R4,0,2016
4/7/2016,T7,R1,2.5,2016
4/7/2016,T7,R1,4,2016
4/7/2016,T7,R2,2,2016
4/7/2016,T7,R2,3,2016
4/7/2016,T7,R3,1,2016
4/7/2016,T7,R3,3,2016
4/7/2016,T7,R4,2,2016
4/7/2016,T7,R4,3,2016
4/7/2016,T8,R1,4,2016
4/7/2016,T8,R2,4,2016
4/7/2016,T8,R3,4,2016
4/7/2016,T8,R4,4,2016
4/7/2016,TCF,R1,5,2016
4/7/2016,TCF,R2,-2,2016
4/7/2016,TCF,R3,1.5,2016
4/7/2016,TDF,R1,4,2016
4/7/2016,TDF,R2,-1,2016
4/7/2016,TDF,R3,1,2016
4/7/2016,TSF,R1,4.5,2016
4/7/2016,TSF,R2,1.5,2016
4/7/2016,TSF,R3,-1.5,2016
4/19/2016,T1,R1,10,2016
4/19/2016,T1,R2,5.5,2016
4/19/2016,T1,R3,12,2016
4/19/2016,T1,R4,10,2016
4/19/2016,T2,R1,6,2016
4/19/2016,T2,R2,10,2016
4/19/2016,T2,R3,10,2016
4/19/2016,T2,R4,10,2016
4/19/2016,T3,R1,7,2016
4/19/2016,T3,R2,10,2016
4/19/2016,T3,R3,10,2016
4/19/2016,T3,R4,10,2016
4/19/2016,T4,R1,6,2016
4/19/2016,T4,R2,6,2016
4/19/2016,T4,R3,9,2016
4/19/2016,T4,R4,10,2016
4/19/2016,T5,R1,6,2016
4/19/2016,T5,R2,6,2016
4/19/2016,T5,R3,10,2016
4/19/2016,T5,R4,10,2016
4/19/2016,T6,R1,6,2016
4/19/2016,T6,R2,6,2016
4/19/2016,T6,R3,10,2016
4/19/2016,T6,R4,10,2016
4/19/2016,T7,R1,11,2016
4/19/2016,T7,R1,12,2016
4/19/2016,T7,R2,6,2016
4/19/2016,T7,R2,12.5,2016
4/19/2016,T7,R3,11,2016
4/19/2016,T7,R3,12,2016
4/19/2016,T7,R4,10,2016
4/19/2016,T7,R4,11.5,2016
4/19/2016,T8,R1,10.5,2016
4/19/2016,T8,R2,11,2016
4/19/2016,T8,R3,10.5,2016
4/19/2016,T8,R4,11,2016
4/19/2016,TCF,R1,6,2016
4/19/2016,TCF,R2,9.5,2016
4/19/2016,TCF,R3,10,2016
4/19/2016,TDF,R1,6,2016
4/19/2016,TDF,R2,11,2016
4/19/2016,TDF,R3,13,2016
4/19/2016,TSF,R1,7,2016
4/19/2016,TSF,R2,10.5,2016
4/19/2016,TSF,R3,11.5,2016
5/3/2016,T1,R1,10,2016
5/3/2016,T1,R2,7,2016
5/3/2016,T1,R3,10,2016
5/3/2016,T1,R4,8,2016
5/3/2016,T2,R1,8,2016
5/3/2016,T2,R2,10,2016
5/3/2016,T2,R3,9.5,2016
5/3/2016,T2,R4,9,2016
5/3/2016,T3,R1,7.5,2016
5/3/2016,T3,R2,10,2016
5/3/2016,T3,R3,11,2016
5/3/2016,T3,R4,9.5,2016
5/3/2016,T4,R1,9,2016
5/3/2016,T4,R2,7,2016
5/3/2016,T4,R3,9,2016
5/3/2016,T4,R4,8,2016
5/3/2016,T5,R1,8,2016
5/3/2016,T5,R2,7,2016
5/3/2016,T5,R3,9.5,2016
5/3/2016,T5,R4,10,2016
5/3/2016,T6,R1,8,2016
5/3/2016,T6,R2,8,2016
5/3/2016,T6,R3,8,2016
5/3/2016,T6,R4,8,2016
5/3/2016,T7,R1,9,2016
5/3/2016,T7,R1,10,2016
5/3/2016,T7,R2,8,2016
5/3/2016,T7,R2,9.5,2016
5/3/2016,T7,R3,8.5,2016
5/3/2016,T7,R3,9,2016
5/3/2016,T7,R4,8,2016
5/3/2016,T8,R1,8.5,2016
5/3/2016,T8,R2,9,2016
5/3/2016,T8,R3,8,2016
5/3/2016,T8,R4,8,2016
5/3/2016,TCF,R1,10,2016
5/3/2016,TCF,R2,10,2016
5/3/2016,TCF,R3,8.5,2016
5/3/2016,TDF,R1,11.5,2016
5/3/2016,TDF,R2,11,2016
5/3/2016,TDF,R3,13.5,2016
5/3/2016,TSF,R1,15,2016
5/3/2016,TSF,R2,15,2016
5/3/2016,TSF,R3,12,2016
5/19/2016,T1,R1,10,2016
5/19/2016,T1,R2,10,2016
5/19/2016,T1,R3,8.5,2016
5/19/2016,T1,R4,0,2016
5/19/2016,T2,R1,9,2016
5/19/2016,T2,R2,10.5,2016
5/19/2016,T2,R3,12,2016
5/19/2016,T2,R4,10,2016
5/19/2016,T3,R1,10,2016
5/19/2016,T3,R2,11,2016
5/19/2016,T3,R3,11,2016
5/19/2016,T3,R4,12,2016
5/19/2016,T4,R1,10,2016
5/19/2016,T4,R2,11,2016
5/19/2016,T4,R3,12,2016
5/19/2016,T4,R4,12.5,2016
5/19/2016,T5,R1,11,2016
5/19/2016,T5,R2,10,2016
5/19/2016,T5,R3,10,2016
5/19/2016,T5,R4,10.5,2016
5/19/2016,T6,R1,9,2016
5/19/2016,T6,R2,10,2016
5/19/2016,T6,R3,11,2016
5/19/2016,T6,R4,11,2016
5/19/2016,T7,R1,9,2016
5/19/2016,T7,R1,11,2016
5/19/2016,T7,R2,8.5,2016
5/19/2016,T7,R2,10,2016
5/19/2016,T7,R3,10,2016
5/19/2016,T7,R3,17.5,2016
5/19/2016,T7,R4,9,2016
5/19/2016,T7,R4,12.5,2016
5/19/2016,T8,R1,10,2016
5/19/2016,T8,R2,9.5,2016
5/19/2016,T8,R3,9,2016
5/19/2016,T8,R4,9.5,2016
5/19/2016,TCF,R1,10,2016
5/19/2016,TCF,R2,12,2016
5/19/2016,TCF,R3,10,2016
5/19/2016,TDF,R1,9,2016
5/19/2016,TDF,R2,12.5,2016
5/19/2016,TDF,R3,12,2016
5/19/2016,TSF,R1,14,2016
5/19/2016,TSF,R2,12,2016
5/19/2016,TSF,R3,13.5,2016
6/7/2016,T1,R1,24,2016
6/7/2016,T1,R2,14,2016
6/7/2016,T1,R3,15,2016
6/7/2016,T1,R4,14.5,2016
6/7/2016,T2,R1,15,2016
6/7/2016,T2,R2,24,2016
6/7/2016,T2,R3,0,2016
6/7/2016,T2,R4,24,2016
6/7/2016,T3,R1,15,2016
6/7/2016,T3,R2,24,2016
6/7/2016,T3,R3,15,2016
6/7/2016,T3,R4,24.5,2016
6/7/2016,T4,R1,15,2016
6/7/2016,T4,R2,15,2016
6/7/2016,T4,R3,24.5,2016
6/7/2016,T4,R4,15,2016
6/7/2016,T5,R1,14.5,2016
6/7/2016,T5,R2,14,2016
6/7/2016,T5,R3,14,2016
6/7/2016,T5,R4,14.5,2016
6/7/2016,T6,R1,14,2016
6/7/2016,T6,R2,15,2016
6/7/2016,T6,R3,14.5,2016
6/7/2016,T6,R4,15,2016
6/7/2016,T7,R1,5,2016
6/7/2016,T7,R1,24,2016
6/7/2016,T7,R2,4.5,2016
6/7/2016,T7,R2,14,2016
6/7/2016,T7,R3,0,2016
6/7/2016,T7,R3,14.5,2016
6/7/2016,T7,R4,5,2016
6/7/2016,T7,R4,14.5,2016
6/7/2016,T8,R1,5.5,2016
6/7/2016,T8,R2,6,2016
6/7/2016,T8,R3,5.5,2016
6/7/2016,T8,R4,5.5,2016
6/7/2016,TCF,R1,15,2016
6/7/2016,TCF,R2,15,2016
6/7/2016,TCF,R3,14,2016
6/7/2016,TDF,R1,14.5,2016
6/7/2016,TDF,R2,15,2016
6/7/2016,TDF,R3,14,2016
6/7/2016,TSF,R1,16.5,2016
6/7/2016,TSF,R2,14,2016
6/7/2016,TSF,R3,15,2016
6/17/2016,T1,R1,19.5,2016
6/17/2016,T1,R2,19,2016
6/17/2016,T1,R3,17,2016
6/17/2016,T1,R4,20,2016
6/17/2016,T2,R1,19.5,2016
6/17/2016,T2,R2,19,2016
6/17/2016,T2,R3,20.5,2016
6/17/2016,T2,R4,18,2016
6/17/2016,T3,R1,20,2016
6/17/2016,T3,R2,17.5,2016
6/17/2016,T3,R3,20,2016
6/17/2016,T3,R4,20.5,2016
6/17/2016,T4,R1,21,2016
6/17/2016,T4,R2,21,2016
6/17/2016,T4,R3,19.5,2016
6/17/2016,T4,R4,20,2016
6/17/2016,T5,R1,20.5,2016
6/17/2016,T5,R2,19.5,2016
6/17/2016,T5,R3,18,2016
6/17/2016,T5,R4,17,2016
6/17/2016,T6,R1,19,2016
6/17/2016,T6,R2,20,2016
6/17/2016,T6,R3,19,2016
6/17/2016,T6,R4,19,2016
6/17/2016,T7,R1,17,2016
6/17/2016,T7,R1,17.5,2016
6/17/2016,T7,R2,18,2016
6/17/2016,T7,R2,20,2016
6/17/2016,T7,R3,18,2016
6/17/2016,T7,R3,20,2016
6/17/2016,T7,R4,18,2016
6/17/2016,T8,R1,18,2016
6/17/2016,T8,R2,20,2016
6/17/2016,T8,R3,20,2016
6/17/2016,T8,R4,20,2016
6/17/2016,TCF,R1,19,2016
6/17/2016,TCF,R2,18,2016
6/17/2016,TCF,R3,18,2016
6/17/2016,TDF,R1,20,2016
6/17/2016,TDF,R2,17.5,2016
6/17/2016,TDF,R3,19,2016
6/17/2016,TSF,R1,21,2016
6/17/2016,TSF,R2,20,2016
6/17/2016,TSF,R3,19,2016
6/30/2016,T1,R1,22,2016
6/30/2016,T1,R2,0,2016
6/30/2016,T1,R3,22,2016
6/30/2016,T1,R4,19,2016
6/30/2016,T2,R1,23,2016
6/30/2016,T2,R2,21.5,2016
6/30/2016,T2,R3,22,2016
6/30/2016,T2,R4,20,2016
6/30/2016,T3,R1,28,2016
6/30/2016,T3,R2,21,2016
6/30/2016,T3,R3,21,2016
6/30/2016,T3,R4,21,2016
