# Soil Moisture - with Trace Gas Sampling,,,,,
#,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/157,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/157.csv,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,,
#,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,
#,,,,,
#     VARIATE TABLE,,,,,
"# date		sample date",,,,,
"# treatment		LTER treatment",,,,,
"# replicate		LTER replicate",,,,,
"# sub_plot		additional experimental treatment such as fertilization",,,,,
"# moisture	gramsPerGram	measured soil moisture as a fraction (dry weight basis)",,,,,
"# comments		comments about the observation",,,,,
#,,,,,
#,,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,,
#2012-10-2 Sven Bohm. Discovered that the wet and dry weights were not corrected by the tin weight in the lab. I uploaded the tin weights to the tins table and corrected the moistures in the view. The lack correction caused a slight under estimation of the soil moisture in this dataset.,,,,,
#2021-12-14 Sven Bohm. Added T and R prefixes to treatment and replicate.,,,,,
#,,,,,
#,,,,gramsPerGram,
date,treatment,replicate,sub_plot,moisture,comments
5/8/2015,T8,R4,,0.23,
5/8/2015,TCF,R1,,0.14,
5/8/2015,TCF,R1,1F,0.15,
5/8/2015,TCF,R1,3F,0.14,
5/8/2015,TDF,R1,,0.32,
5/8/2015,TDF,R1,1F,0.23,
5/8/2015,TDF,R1,3F,0.21,
5/8/2015,TDF,R1,10F,0.19,
5/8/2015,TSF,R1,,0.13,
5/8/2015,TSF,R1,1F,0.13,
5/8/2015,TSF,R1,3F,0.13,
5/8/2015,TDF,R2,,0.22,
5/8/2015,TDF,R2,1F,0.15,
5/8/2015,TDF,R2,3F,0.14,
5/8/2015,TDF,R2,10F,0.13,
5/8/2015,TCF,R2,,0.15,
5/8/2015,TCF,R2,1F,0.16,
5/8/2015,TCF,R2,3F,0.16,
5/8/2015,TSF,R3,,0.16,
5/8/2015,TSF,R3,1F,0.16,
5/8/2015,TSF,R3,3F,0.16,
5/8/2015,TSF,R2,,0.18,
5/8/2015,TSF,R2,1F,0.17,
5/8/2015,TSF,R2,3F,0.19,
5/8/2015,TDF,R3,,0.15,
5/8/2015,TDF,R3,1F,0.15,
5/8/2015,TDF,R3,3F,0.15,
5/8/2015,TDF,R3,10F,0.14,
5/8/2015,TCF,R3,,0.2,
5/8/2015,TCF,R3,1F,0.22,
5/8/2015,TCF,R3,3F,0.23,
5/28/2015,T1,R1,,0.17,
5/28/2015,T1,R2,,0.22,
5/28/2015,T1,R3,,0.14,Spilled a little so re-weighed it
5/28/2015,T1,R4,,0.18,
5/28/2015,T2,R1,,0.16,
5/28/2015,T2,R2,,0.15,
5/28/2015,T2,R3,,0.17,
5/28/2015,T2,R4,,0.2,
5/28/2015,T3,R1,,0.19,
5/28/2015,T3,R2,,0.15,
5/28/2015,T3,R3,,0.16,
5/28/2015,T3,R4,,0.17,
5/28/2015,T4,R1,,0.17,
5/28/2015,T4,R2,,0.21,
5/28/2015,T4,R3,,0.2,
5/28/2015,T4,R4,,0.16,
5/28/2015,T5,R1,,0.2,
2/4/2015,TSF,R1,1F,,
5/28/2015,T5,R2,,0.17,
5/28/2015,T5,R3,,0.18,
5/28/2015,T5,R4,,0.15,
5/28/2015,T6,R1,,0.19,
5/28/2015,T6,R2,,0.18,
5/28/2015,T6,R3,,0.21,
5/28/2015,T6,R4,,0.18,
5/28/2015,T7,R1,,0.18,
5/28/2015,T7,R2,,0.2,
5/28/2015,T7,R3,,0.2,
5/28/2015,T7,R4,,0.16,
5/28/2015,T7,R1,F,0.19,
5/28/2015,T7,R2,F,0.19,
5/28/2015,T7,R3,F,0.15,Spilled a little so re-weighed it
5/28/2015,T7,R4,F,0.18,
5/28/2015,T8,R1,,0.21,
5/28/2015,T8,R2,,0.22,
5/28/2015,T8,R3,,0.23,
5/28/2015,T8,R4,,0.22,
5/28/2015,TCF,R1,,0.12,
5/28/2015,TCF,R1,1F,0.09,
5/28/2015,TCF,R1,3F,0.11,
5/28/2015,TDF,R1,,0.22,
5/28/2015,TDF,R1,1F,0.21,
5/28/2015,TDF,R1,3F,0.19,
5/28/2015,TDF,R1,10F,0.21,
5/28/2015,TSF,R1,,0.14,
5/28/2015,TSF,R1,1F,0.14,
5/28/2015,TSF,R1,3F,0.1,
5/28/2015,TDF,R2,,0.2,
5/28/2015,TDF,R2,1F,0.14,
5/28/2015,TDF,R2,3F,0.14,
5/28/2015,TDF,R2,10F,0.13,
5/28/2015,TCF,R2,,0.11,
5/28/2015,TCF,R2,1F,0.14,
5/28/2015,TCF,R2,3F,0.11,
5/28/2015,TSF,R3,,0.12,
5/28/2015,TSF,R3,1F,0.13,
5/28/2015,TSF,R3,3F,0.15,
5/28/2015,TSF,R2,,0.17,
5/28/2015,TSF,R2,1F,0.13,
5/28/2015,TSF,R2,3F,0.16,
5/28/2015,TDF,R3,,0.16,
5/28/2015,TDF,R3,1F,0.18,
5/28/2015,TDF,R3,3F,0.17,
5/28/2015,TDF,R3,10F,0.13,
5/28/2015,TCF,R3,,0.22,
5/28/2015,TCF,R3,1F,0.2,
5/28/2015,TCF,R3,3F,0.22,
6/5/2015,T1,R1,,0.14,
6/5/2015,T1,R2,,0.19,
6/5/2015,T1,R3,,0.1,
6/5/2015,T1,R4,,0.15,
6/5/2015,T2,R1,,0.14,
6/5/2015,T2,R2,,0.14,
6/5/2015,T2,R3,,0.15,
6/5/2015,T2,R4,,0.19,
6/5/2015,T3,R1,,0.17,
6/5/2015,T3,R2,,0.14,
6/5/2015,T3,R3,,0.15,
6/5/2015,T3,R4,,0.15,
6/5/2015,T4,R1,,0.16,"Spilled some, reweighed"
6/5/2015,T4,R2,,0.18,
6/5/2015,T4,R3,,0.17,
6/5/2015,T4,R4,,0.17,
6/5/2015,T5,R1,,0.18,
6/5/2015,T5,R2,,0.16,
6/5/2015,T5,R3,,0.16,
6/5/2015,T5,R4,,0.16,
6/5/2015,T6,R1,,0.17,
6/5/2015,T6,R2,,0.14,
6/5/2015,T6,R3,,0.18,
6/5/2015,T6,R4,,0.15,
6/5/2015,T7,R1,,0.18,
6/5/2015,T7,R2,,0.19,
6/5/2015,T7,R3,,0.17,
6/5/2015,T7,R4,,0.14,
6/5/2015,T7,R1,F,0.18,
6/5/2015,T7,R2,F,0.17,
6/5/2015,T7,R3,F,0.18,
6/5/2015,T7,R4,F,0.17,
6/5/2015,T8,R1,,0.19,
6/5/2015,T8,R2,,0.23,
6/5/2015,T8,R3,,0.25,
6/5/2015,T8,R4,,0.2,
6/5/2015,TCF,R1,,0.15,
6/5/2015,TCF,R1,1F,0.14,
6/5/2015,TCF,R1,3F,0.14,
6/5/2015,TDF,R1,,0.22,
6/5/2015,TDF,R1,1F,0.22,
6/5/2015,TDF,R1,3F,0.2,
6/5/2015,TDF,R1,10F,0.19,
6/5/2015,TSF,R1,,0.13,
6/5/2015,TSF,R1,1F,0.13,
6/5/2015,TSF,R1,3F,0.11,
6/5/2015,TDF,R2,,0.19,
6/5/2015,TDF,R2,1F,0.12,
6/5/2015,TDF,R2,3F,0.13,
6/5/2015,TDF,R2,10F,0.11,
6/5/2015,TCF,R2,,0.13,
6/5/2015,TCF,R2,1F,0.19,
6/5/2015,TCF,R2,3F,0.19,
6/5/2015,TSF,R3,,0.12,
6/5/2015,TSF,R3,1F,0.12,
6/5/2015,TSF,R3,3F,0.15,
6/5/2015,TSF,R2,,0.16,
6/5/2015,TSF,R2,1F,0.28,
6/5/2015,TSF,R2,3F,0.16,
6/5/2015,TDF,R3,,0.15,
6/5/2015,TDF,R3,1F,0.16,
6/5/2015,TDF,R3,3F,0.17,
6/5/2015,TDF,R3,10F,0.14,
6/5/2015,TCF,R3,,0.18,
6/5/2015,TCF,R3,1F,0.24,
6/5/2015,TCF,R3,3F,0.2,
6/17/2015,T1,R1,,0.16,
6/17/2015,T1,R2,,0.21,
6/17/2015,T1,R3,,0.15,
6/17/2015,T1,R4,,0.18,
6/17/2015,T2,R1,,0.16,
6/17/2015,T2,R2,,0.15,
6/17/2015,T2,R3,,0.16,
6/17/2015,T2,R4,,0.21,
6/17/2015,T3,R1,,0.19,
6/17/2015,T3,R2,,0.16,
6/17/2015,T3,R3,,0.16,
6/17/2015,T3,R4,,0.18,
6/17/2015,T4,R1,,0.17,
6/17/2015,T4,R2,,0.19,
6/17/2015,T4,R3,,0.21,
6/17/2015,T4,R4,,0.19,
6/17/2015,T5,R1,,0.19,
6/17/2015,T5,R2,,0.16,
6/17/2015,T5,R3,,0.19,
6/17/2015,T5,R4,,0.17,
6/17/2015,T6,R1,,0.21,
6/17/2015,T6,R2,,0.18,
6/17/2015,T6,R3,,0.23,
6/17/2015,T6,R4,,0.2,
6/17/2015,T7,R1,,0.21,
6/17/2015,T7,R2,,0.26,
6/17/2015,T7,R3,,0.21,
6/17/2015,T7,R4,,0.19,
6/17/2015,T7,R1,F,0.22,
6/17/2015,T7,R2,F,0.22,
6/17/2015,T7,R3,F,0.19,
6/17/2015,T7,R4,F,0.25,
6/17/2015,T8,R1,,0.25,
6/17/2015,T8,R2,,0.27,
6/17/2015,T8,R3,,0.23,
6/17/2015,T8,R4,,0.27,
6/17/2015,TCF,R1,,0.18,
6/17/2015,TCF,R1,1F,0.16,
6/17/2015,TCF,R1,3F,0.14,
6/17/2015,TDF,R1,,0.23,
6/17/2015,TDF,R1,1F,0.22,
6/17/2015,TDF,R1,3F,0.23,
6/17/2015,TDF,R1,10F,0.19,
6/17/2015,TSF,R1,,0.18,
6/17/2015,TSF,R1,1F,0.18,
6/17/2015,TSF,R1,3F,0.16,
6/17/2015,TDF,R2,,0.23,
6/17/2015,TDF,R2,1F,0.18,
6/17/2015,TDF,R2,3F,0.18,
6/17/2015,TDF,R2,10F,0.22,
6/17/2015,TCF,R2,,0.2,
6/17/2015,TCF,R2,1F,0.2,
6/17/2015,TCF,R2,3F,0.19,
6/17/2015,TSF,R3,,0.17,
6/17/2015,TSF,R3,1F,0.17,
6/17/2015,TSF,R3,3F,0.23,
6/17/2015,TSF,R2,,0.2,
6/17/2015,TSF,R2,1F,0.19,
6/17/2015,TDF,R3,,0.19,
6/17/2015,TDF,R3,1F,0.17,
6/17/2015,TDF,R3,3F,0.19,
6/17/2015,TDF,R3,10F,0.17,
6/17/2015,TCF,R3,,0.22,
6/17/2015,TCF,R3,1F,0.24,
6/17/2015,TCF,R3,3F,0.26,
7/1/2015,T1,R1,,0.15,
7/1/2015,T1,R2,,0.19,
7/1/2015,T1,R3,,0.12,
7/1/2015,T1,R4,,0.16,
7/1/2015,T2,R1,,0.15,
7/1/2015,T2,R2,,0.13,
7/1/2015,T2,R3,,0.15,
7/1/2015,T2,R4,,0.18,
7/1/2015,T3,R1,,0.18,
7/1/2015,T3,R2,,0.14,
7/1/2015,T3,R3,,0.14,
7/1/2015,T3,R4,,0.15,
7/1/2015,T4,R1,,0.16,
7/1/2015,T4,R2,,0.17,
7/1/2015,T4,R3,,0.18,
7/1/2015,T4,R4,,0.16,
7/1/2015,T5,R1,,0.18,
7/1/2015,T5,R2,,0.14,
7/1/2015,T5,R3,,0.16,
7/1/2015,T5,R4,,0.14,
7/1/2015,T6,R1,,0.19,
7/1/2015,T6,R2,,0.16,
7/1/2015,T6,R3,,0.2,
7/1/2015,T6,R4,,0.17,
7/1/2015,T7,R1,,0.19,
7/1/2015,T7,R2,,0.23,
7/1/2015,T7,R3,,0.19,
7/1/2015,T7,R4,,0.16,
7/1/2015,T7,R1,F,0.2,
7/1/2015,T7,R2,F,0.21,
7/1/2015,T7,R3,F,0.19,
7/1/2015,T7,R4,F,0.19,
7/1/2015,T8,R1,,0.22,
7/1/2015,T8,R2,,0.27,
7/1/2015,T8,R3,,0.26,
7/1/2015,T8,R4,,0.23,
7/1/2015,TCF,R1,,0.14,
7/1/2015,TCF,R1,1F,0.13,
7/1/2015,TCF,R1,3F,0.15,
7/1/2015,TDF,R1,,0.21,
7/1/2015,TDF,R1,1F,0.23,
7/1/2015,TDF,R1,3F,0.22,
7/1/2015,TDF,R1,10F,0.19,
7/1/2015,TSF,R1,,0.14,
7/1/2015,TSF,R1,1F,0.13,
7/1/2015,TSF,R1,3F,0.12,
7/1/2015,TDF,R2,,0.2,
7/1/2015,TDF,R2,1F,0.15,
7/1/2015,TDF,R2,3F,0.15,
7/1/2015,TDF,R2,10F,0.1,
7/1/2015,TCF,R2,,0.19,
7/1/2015,TCF,R2,1F,0.13,
7/1/2015,TCF,R2,3F,0.16,
7/1/2015,TSF,R3,,0.14,
7/1/2015,TSF,R3,1F,0.15,
7/1/2015,TSF,R3,3F,0.16,
7/1/2015,TSF,R2,,0.17,
7/1/2015,TSF,R2,1F,0.25,
7/1/2015,TSF,R2,3F,0.18,
7/1/2015,TDF,R3,,0.18,
7/1/2015,TDF,R3,1F,0.16,
7/1/2015,TDF,R3,3F,0.15,
7/1/2015,TDF,R3,10F,0.14,
7/1/2015,TCF,R3,,0.21,
7/1/2015,TCF,R3,1F,0.22,
7/1/2015,TCF,R3,3F,0.22,
7/16/2015,T1,R1,,0.14,
7/16/2015,T1,R2,,0.19,
7/16/2015,T1,R3,,0.13,
7/16/2015,T1,R4,,0.16,
7/16/2015,T2,R1,,0.15,
7/16/2015,T2,R2,,0.14,
7/16/2015,T2,R3,,0.15,
7/16/2015,T2,R4,,0.18,
7/16/2015,T3,R1,,0.17,
7/16/2015,T3,R2,,0.16,
7/16/2015,T3,R3,,0.15,
7/16/2015,T3,R4,,0.16,
7/16/2015,T4,R1,,0.16,
7/16/2015,T4,R2,,0.19,
7/16/2015,T4,R3,,0.2,
7/16/2015,T4,R4,,0.18,
7/16/2015,T5,R1,,0.18,
7/16/2015,T5,R2,,0.16,
7/16/2015,T5,R3,,0.15,
7/16/2015,T5,R4,,0.15,
7/16/2015,T6,R1,,0.2,
7/16/2015,T6,R2,,0.17,
7/16/2015,T6,R3,,0.2,
7/16/2015,T6,R4,,0.17,
7/16/2015,T7,R1,,0.2,
7/16/2015,T7,R2,,0.2,
7/16/2015,T7,R3,,0.2,
7/16/2015,T7,R4,,0.16,
7/16/2015,T7,R1,F,0.21,
7/16/2015,T7,R2,F,0.2,
7/16/2015,T7,R3,F,0.2,
7/16/2015,T7,R4,F,0.24,
7/16/2015,T8,R1,,0.27,
7/16/2015,T8,R2,,0.25,
7/16/2015,T8,R3,,0.27,
7/16/2015,T8,R4,,0.28,
7/16/2015,TCF,R1,,0.18,
7/16/2015,TCF,R1,1F,0.14,
7/16/2015,TCF,R1,3F,0.12,
7/16/2015,TDF,R1,,0.19,
7/16/2015,TDF,R1,1F,0.23,
7/16/2015,TDF,R1,3F,0.21,
7/16/2015,TDF,R1,10F,0.19,
7/16/2015,TSF,R1,,0.14,
7/16/2015,TSF,R1,1F,0.15,
7/16/2015,TSF,R1,3F,0.13,
7/16/2015,TDF,R2,,0.19,
7/16/2015,TDF,R2,1F,0.15,
7/16/2015,TDF,R2,3F,0.14,
7/16/2015,TDF,R2,10F,0.11,
7/16/2015,TCF,R2,,0.16,
7/16/2015,TCF,R2,1F,0.18,
7/16/2015,TCF,R2,3F,0.16,
7/16/2015,TSF,R3,,0.13,
7/16/2015,TSF,R3,1F,0.13,
7/16/2015,TSF,R3,3F,0.14,
7/16/2015,TSF,R2,,0.17,
7/16/2015,TSF,R2,1F,0.18,
7/16/2015,TSF,R2,3F,0.19,
7/16/2015,TDF,R3,,0.18,
7/16/2015,TDF,R3,1F,0.19,
7/16/2015,TDF,R3,3F,0.18,
7/16/2015,TDF,R3,10F,0.15,
7/16/2015,TCF,R3,,0.2,
7/16/2015,TCF,R3,1F,0.2,
7/16/2015,TCF,R3,3F,0.23,
7/30/2015,T1,R1,,0.08,
7/30/2015,T1,R2,,,Chamber could not close
7/30/2015,T1,R3,,0.08,
7/30/2015,T1,R4,,0.09,
7/30/2015,T2,R1,,0.09,
7/30/2015,T2,R2,,0.08,
7/30/2015,T2,R3,,0.11,
7/30/2015,T2,R4,,0.09,
7/30/2015,T3,R1,,0.14,
7/30/2015,T3,R2,,0.11,
7/30/2015,T3,R3,,0.07,
7/30/2015,T3,R4,,0.08,
7/30/2015,T4,R1,,0.14,
7/30/2015,T4,R2,,0.15,
7/30/2015,T4,R3,,0.12,
7/30/2015,T4,R4,,0.13,
7/30/2015,T5,R1,,0.11,
7/30/2015,T5,R2,,0.1,
7/30/2015,T5,R3,,0.11,
7/30/2015,T5,R4,,0.11,
7/30/2015,T6,R1,,0.13,
7/30/2015,T6,R2,,0.12,
7/30/2015,T6,R3,,0.16,
7/30/2015,T6,R4,,0.13,
7/30/2015,T7,R1,,0.12,
7/30/2015,T7,R2,,0.1,
7/30/2015,T7,R3,,0.13,
7/30/2015,T7,R4,,0.11,
7/30/2015,T7,R1,F,0.13,
7/30/2015,T7,R2,F,0.19,
7/30/2015,T7,R3,F,0.11,
7/30/2015,T7,R4,F,0.1,
7/30/2015,T8,R1,,0.18,
7/30/2015,T8,R2,,0.2,
7/30/2015,T8,R3,,0.19,
7/30/2015,T8,R4,,0.17,
7/30/2015,TCF,R1,,0.11,
7/30/2015,TCF,R1,1F,0.08,
7/30/2015,TCF,R1,3F,0.08,
7/30/2015,TDF,R1,,0.17,
7/30/2015,TDF,R1,1F,0.14,
7/30/2015,TDF,R1,3F,0.15,
7/30/2015,TDF,R1,10F,0.21,
7/30/2015,TSF,R1,,0.06,
7/30/2015,TSF,R1,1F,0.12,
7/30/2015,TSF,R1,3F,0.08,
7/30/2015,TDF,R2,,0.15,
7/30/2015,TDF,R2,1F,0.07,
7/30/2015,TDF,R2,3F,0.07,
7/30/2015,TDF,R2,10F,0.05,
7/30/2015,TCF,R2,,0.16,
7/30/2015,TCF,R2,1F,0.13,
7/30/2015,TCF,R2,3F,0.14,
7/30/2015,TSF,R3,,0.09,
7/30/2015,TSF,R3,1F,0.13,
7/30/2015,TSF,R3,3F,0.1,
7/30/2015,TSF,R2,,0.12,
7/30/2015,TSF,R2,1F,0.1,
7/30/2015,TSF,R2,3F,0.11,
7/30/2015,TDF,R3,,0.11,
7/30/2015,TDF,R3,1F,0.1,
7/30/2015,TDF,R3,3F,0.09,
7/30/2015,TDF,R3,10F,0.07,
7/30/2015,TCF,R3,,0.17,
7/30/2015,TCF,R3,1F,0.16,
7/30/2015,TCF,R3,3F,0.2,
8/21/2015,T1,R1,,0.1,
8/21/2015,T1,R2,,0.18,
8/21/2015,T1,R3,,0.13,
8/21/2015,T1,R4,,0.14,
8/21/2015,T2,R1,,0.11,
8/21/2015,T2,R2,,0.14,
8/21/2015,T2,R3,,0.14,
8/21/2015,T2,R4,,0.16,
8/21/2015,T3,R1,,0.14,
8/21/2015,T3,R2,,0.13,
8/21/2015,T3,R3,,0.14,
8/21/2015,T3,R4,,0.12,
8/21/2015,T4,R1,,0.14,
8/21/2015,T4,R2,,0.19,
8/21/2015,T4,R3,,0.19,
8/21/2015,T4,R4,,0.16,
8/21/2015,T5,R1,,0.16,
8/21/2015,T5,R2,,0.14,
8/21/2015,T5,R3,,0.13,
8/21/2015,T5,R4,,0.11,
8/21/2015,T6,R1,,0.18,
8/21/2015,T6,R2,,0.17,
8/21/2015,T6,R3,,0.21,
8/21/2015,T6,R4,,0.15,
8/21/2015,T7,R1,,0.18,
8/21/2015,T7,R2,,0.17,
8/21/2015,T7,R3,,0.16,
8/21/2015,T7,R4,,0.15,
8/21/2015,T7,R1,F,0.14,
8/21/2015,T7,R2,F,0.11,
8/21/2015,T7,R3,F,0.17,
8/21/2015,T7,R4,F,0.13,
8/21/2015,T8,R1,,0.22,
8/21/2015,T8,R2,,0.22,
8/21/2015,T8,R3,,0.21,
8/21/2015,T8,R4,,0.24,
8/21/2015,TCF,R1,,0.15,
8/21/2015,TCF,R1,1F,0.12,
8/21/2015,TCF,R1,3F,0.1,
8/21/2015,TDF,R1,,0.17,
8/21/2015,TDF,R1,1F,0.22,
8/21/2015,TDF,R1,3F,0.18,
8/21/2015,TDF,R1,10F,0.23,
8/21/2015,TSF,R1,,0.13,
8/21/2015,TSF,R1,1F,0.14,
8/21/2015,TSF,R1,3F,0.11,
8/21/2015,TDF,R2,,0.16,
8/21/2015,TDF,R2,1F,0.11,
8/21/2015,TDF,R2,3F,0.11,
8/21/2015,TDF,R2,10F,0.18,
8/21/2015,TCF,R2,,0.15,
8/21/2015,TCF,R2,1F,0.14,
8/21/2015,TCF,R2,3F,0.16,
8/21/2015,TSF,R3,,0.14,
8/21/2015,TSF,R3,1F,0.16,
8/21/2015,TSF,R3,3F,0.15,
8/21/2015,TSF,R2,,0.14,
8/21/2015,TSF,R2,1F,0.15,
8/21/2015,TSF,R2,3F,0.15,
8/21/2015,TDF,R3,,0.14,
8/21/2015,TDF,R3,1F,0.14,
8/21/2015,TDF,R3,3F,0.11,
8/21/2015,TDF,R3,10F,0.13,
8/21/2015,TCF,R3,,0.19,
8/21/2015,TCF,R3,1F,0.17,
8/21/2015,TCF,R3,3F,0.18,
9/17/2015,T1,R1,,0.08,
9/17/2015,T1,R2,,0.13,
9/17/2015,T1,R3,,0.07,
9/17/2015,T1,R4,,0.07,
9/17/2015,T2,R1,,0.08,
9/17/2015,T2,R2,,0.1,
9/17/2015,T2,R3,,0.1,
9/17/2015,T2,R4,,0.12,
9/17/2015,T3,R1,,0.11,
9/17/2015,T3,R2,,0.09,
9/17/2015,T3,R3,,0.07,
9/17/2015,T3,R4,,0.08,
9/17/2015,T4,R1,,0.08,
9/17/2015,T4,R2,,0.11,
9/17/2015,T4,R3,,0.12,
9/17/2015,T5,R1,,0.13,
9/17/2015,T5,R2,,0.09,
9/17/2015,T5,R3,,0.13,
9/17/2015,T5,R4,,0.07,
9/17/2015,T6,R1,,0.13,
9/17/2015,T6,R2,,0.12,
9/17/2015,T6,R3,,0.16,
9/17/2015,T6,R4,,0.13,
9/17/2015,T7,R1,,0.11,
9/17/2015,T7,R2,,0.1,
9/17/2015,T7,R3,,0.07,
9/17/2015,T7,R4,,0.09,
9/17/2015,T7,R1,F,0.1,
9/17/2015,T7,R2,F,0.1,
9/17/2015,T7,R3,F,0.09,
9/17/2015,T7,R4,F,0.07,
9/17/2015,T8,R1,,0.14,
9/17/2015,T8,R2,,0.15,
9/17/2015,T8,R3,,0.15,
9/17/2015,T8,R4,,0.16,
9/17/2015,TCF,R1,,0.08,
9/17/2015,TCF,R1,1F,0.08,
9/17/2015,TCF,R1,3F,0.05,
9/17/2015,TDF,R1,,0.1,
9/17/2015,TDF,R1,1F,0.1,
9/17/2015,TDF,R1,3F,0.09,
9/17/2015,TDF,R1,10F,0.09,
9/17/2015,TSF,R1,,0.09,
9/17/2015,TSF,R1,1F,0.09,
9/17/2015,TSF,R1,3F,0.08,
9/17/2015,TDF,R2,,0.1,
9/17/2015,TDF,R2,1F,0.06,
9/17/2015,TDF,R2,3F,0.07,
9/17/2015,TDF,R2,10F,0.05,
9/17/2015,TCF,R2,,0.14,
9/17/2015,TCF,R2,1F,0.11,
9/17/2015,TCF,R2,3F,0.11,
9/17/2015,TSF,R3,,0.09,
9/17/2015,TSF,R3,1F,0.05,
9/17/2015,TSF,R3,3F,0.1,
9/17/2015,TSF,R2,,0.11,
9/17/2015,TSF,R2,1F,0.09,
9/17/2015,TSF,R2,3F,0.08,
9/17/2015,TDF,R3,,0.07,
9/17/2015,TDF,R3,1F,0.09,
9/17/2015,TDF,R3,3F,0.06,
9/17/2015,TDF,R3,10F,0.06,
9/17/2015,TCF,R3,,0.13,
9/17/2015,TCF,R3,1F,0.09,
9/17/2015,TCF,R3,3F,0.14,
10/14/2015,T1,R1,,0.11,
10/14/2015,T1,R2,,0.16,
10/14/2015,T1,R3,,0.11,
10/14/2015,T1,R4,,0.11,
10/14/2015,T2,R1,,0.12,
10/14/2015,T2,R2,,0.11,
10/14/2015,T2,R3,,0.14,
10/14/2015,T2,R4,,0.16,
10/14/2015,T3,R1,,0.15,
10/14/2015,T3,R2,,0.13,
10/14/2015,T3,R3,,0.12,
10/14/2015,T3,R4,,0.13,
10/14/2015,T4,R1,,0.12,
10/14/2015,T4,R2,,0.15,
10/14/2015,T4,R3,,0.15,
10/14/2015,T4,R4,,0.12,
10/14/2015,T5,R1,,0.16,
10/14/2015,T5,R2,,0.13,
10/14/2015,T5,R3,,0.16,
10/14/2015,T5,R4,,0.14,
10/14/2015,T6,R1,,0.16,
10/14/2015,T6,R2,,0.14,
10/14/2015,T6,R3,,0.18,
10/14/2015,T6,R4,,0.22,
10/14/2015,T7,R1,,0.11,
10/14/2015,T7,R2,,0.12,
10/14/2015,T7,R3,,0.09,
10/14/2015,T7,R4,,0.12,
10/14/2015,T7,R1,F,0.07,
10/14/2015,T7,R2,F,0.1,
10/14/2015,T7,R3,F,0.1,
10/14/2015,T7,R4,F,0.07,
10/14/2015,T8,R1,,0.18,
10/14/2015,T8,R2,,0.18,
10/14/2015,T8,R3,,0.16,
10/14/2015,T8,R4,,0.17,
10/14/2015,TCF,R1,,0.06,
10/14/2015,TCF,R1,1F,0.05,
10/14/2015,TCF,R1,3F,0.05,
10/14/2015,TDF,R1,,0.1,
10/14/2015,TDF,R1,1F,0.09,
10/14/2015,TDF,R1,3F,0.09,
10/14/2015,TDF,R1,10F,0.14,
10/14/2015,TSF,R1,,0.09,
10/14/2015,TSF,R1,1F,0.1,
10/14/2015,TSF,R1,3F,0.1,
10/14/2015,TDF,R2,,0.12,
10/14/2015,TDF,R2,1F,0.09,
10/14/2015,TDF,R2,3F,0.12,
10/14/2015,TDF,R2,10F,0.06,
10/14/2015,TCF,R2,,0.12,
10/14/2015,TCF,R2,1F,0.22,
10/14/2015,TCF,R2,3F,0.09,
10/14/2015,TSF,R3,,0.09,
10/14/2015,TSF,R3,1F,0.09,
10/14/2015,TSF,R3,3F,0.09,
10/14/2015,TSF,R2,,0.1,
10/14/2015,TSF,R2,1F,0.09,
10/14/2015,TSF,R2,3F,0.09,
10/14/2015,TDF,R3,,0.06,
10/14/2015,TDF,R3,1F,0.05,
10/14/2015,TDF,R3,3F,0.08,
10/14/2015,TDF,R3,10F,0.05,
10/14/2015,TCF,R3,,0.13,
10/14/2015,TCF,R3,1F,0.11,
10/14/2015,TCF,R3,3F,0.12,
10/29/2015,T1,R1,,0.17,
10/29/2015,T1,R2,,0.22,
10/29/2015,T1,R3,,0.15,
10/29/2015,T1,R4,,0.17,
10/29/2015,T2,R1,,0.16,
10/29/2015,T2,R2,,0.14,
10/29/2015,T2,R3,,0.17,
10/29/2015,T2,R4,,0.2,
10/29/2015,T3,R1,,0.2,
10/29/2015,T3,R2,,0.15,
10/29/2015,T3,R3,,0.18,
10/29/2015,T3,R4,,0.18,
10/29/2015,T4,R1,,0.17,
10/29/2015,T4,R2,,0.21,
10/29/2015,T4,R3,,0.2,
10/29/2015,T4,R4,,0.18,
10/29/2015,T5,R1,,0.19,
10/29/2015,T5,R2,,0.15,
10/29/2015,T5,R3,,0.18,
10/29/2015,T5,R4,,0.2,
10/29/2015,T6,R1,,0.25,
10/29/2015,T6,R2,,0.16,
10/29/2015,T6,R3,,0.23,
10/29/2015,T6,R4,,0.19,
10/29/2015,T7,R1,,0.19,
10/29/2015,T7,R2,,0.2,
10/29/2015,T7,R3,,0.15,
10/29/2015,T7,R4,,0.19,
10/29/2015,T7,R1,F,0.13,
10/29/2015,T7,R2,F,0.25,
10/29/2015,T7,R3,F,0.15,
10/29/2015,T7,R4,F,0.16,
10/29/2015,T8,R1,,0.26,
10/29/2015,T8,R2,,0.25,
10/29/2015,T8,R3,,0.21,
10/29/2015,T8,R4,,0.27,
10/29/2015,TCF,R1,,0.1,
